2026/08/09 19:04:53.533, 0, 93, 0, 50.38
2026/08/09 19:04:53.541, 1, 15, 0, 29.63
2026/08/09 19:04:54.548, 0, 93, 0, 50.33
2026/08/09 19:04:54.548, 1, 15, 0, 29.45
2026/08/09 19:04:55.548, 0, 95, 0, 50.34
2026/08/09 19:04:55.549, 1, 301, 0, 29.43
2026/08/09 19:04:56.549, 0, 110, 0, 50.27
2026/08/09 19:04:56.596, 1, 301, 0, 68.35
2026/08/09 19:04:57.597, 0, 385, 0, 127.00
2026/08/09 19:04:57.597, 1, 301, 0, 119.39
2026/08/09 19:04:58.597, 0, 417, 1, 139.91
2026/08/09 19:04:58.597, 1, 301, 0, 119.07
2026/08/09 19:04:59.597, 0, 417, 0, 140.15
2026/08/09 19:04:59.597, 1, 301, 0, 119.11
2026/08/09 19:05:00.597, 0, 417, 0, 140.18
2026/08/09 19:05:00.597, 1, 329, 0, 119.30
2026/08/09 19:05:01.598, 0, 417, 0, 140.38
2026/08/09 19:05:01.598, 1, 329, 0, 119.50
2026/08/09 19:05:02.598, 0, 417, 0, 140.36
2026/08/09 19:05:02.598, 1, 361, 0, 119.72
2026/08/09 19:05:03.598, 0, 417, 0, 140.41
2026/08/09 19:05:03.599, 1, 361, 0, 119.87
2026/08/09 19:05:04.599, 0, 417, 0, 140.54
2026/08/09 19:05:04.599, 1, 361, 0, 119.84
2026/08/09 19:05:05.599, 0, 417, 0, 140.69
2026/08/09 19:05:05.599, 1, 401, 0, 119.96
2026/08/09 19:05:06.599, 0, 417, 0, 140.76
2026/08/09 19:05:06.600, 1, 1013, 2, 121.10
2026/08/09 19:05:07.600, 0, 417, 0, 140.80
2026/08/09 19:05:07.600, 1, 1235, 35, 151.43
2026/08/09 19:05:08.600, 0, 417, 0, 140.98
2026/08/09 19:05:08.600, 1, 1609, 30, 149.12
2026/08/09 19:05:09.600, 0, 417, 0, 141.00
2026/08/09 19:05:09.601, 1, 1609, 28, 152.84
2026/08/09 19:05:10.601, 0, 417, 0, 141.05
2026/08/09 19:05:10.601, 1, 1609, 27, 149.41
2026/08/09 19:05:11.601, 0, 417, 0, 141.20
2026/08/09 19:05:11.601, 1, 1609, 24, 154.53
2026/08/09 19:05:12.601, 0, 417, 0, 142.06
2026/08/09 19:05:12.602, 1, 1609, 9, 149.46
2026/08/09 19:05:13.602, 0, 417, 0, 142.08
2026/08/09 19:05:13.602, 1, 1611, 23, 153.85
2026/08/09 19:05:14.602, 0, 417, 0, 142.28
2026/08/09 19:05:14.602, 1, 1611, 23, 147.94
2026/08/09 19:05:15.602, 0, 417, 0, 142.26
2026/08/09 19:05:15.603, 1, 1611, 20, 148.51
2026/08/09 19:05:16.603, 0, 417, 0, 142.24
2026/08/09 19:05:16.603, 1, 1611, 3, 146.49
2026/08/09 19:05:17.603, 0, 417, 0, 142.34
2026/08/09 19:05:17.603, 1, 1611, 20, 147.97
2026/08/09 19:05:18.603, 0, 417, 0, 115.43
2026/08/09 19:05:18.604, 1, 1611, 28, 146.41
2026/08/09 19:05:19.604, 0, 417, 0, 53.18
2026/08/09 19:05:19.604, 1, 1611, 23, 147.85
2026/08/09 19:05:20.604, 0, 417, 0, 51.76
2026/08/09 19:05:20.604, 1, 1611, 21, 145.43
2026/08/09 19:05:21.604, 0, 417, 0, 51.57
2026/08/09 19:05:21.605, 1, 1611, 21, 149.79
2026/08/09 19:05:22.605, 0, 417, 0, 51.67
2026/08/09 19:05:22.605, 1, 1611, 21, 145.37
2026/08/09 19:05:23.605, 0, 417, 0, 51.61
2026/08/09 19:05:23.605, 1, 1611, 24, 146.91
2026/08/09 19:05:24.605, 0, 417, 0, 51.52
2026/08/09 19:05:24.606, 1, 1611, 22, 148.22
2026/08/09 19:05:25.606, 0, 417, 0, 51.48
2026/08/09 19:05:25.606, 1, 1611, 24, 146.53
2026/08/09 19:05:26.606, 0, 417, 0, 51.47
2026/08/09 19:05:26.606, 1, 1611, 23, 147.61
2026/08/09 19:05:27.607, 0, 417, 0, 51.40
2026/08/09 19:05:27.607, 1, 1611, 26, 146.60
2026/08/09 19:05:28.607, 0, 417, 0, 51.49
2026/08/09 19:05:28.607, 1, 1611, 23, 148.72
2026/08/09 19:05:29.607, 0, 417, 0, 51.38
2026/08/09 19:05:29.607, 1, 1611, 0, 147.01
2026/08/09 19:05:30.608, 0, 417, 0, 51.40
2026/08/09 19:05:30.608, 1, 1611, 20, 148.93
2026/08/09 19:05:31.608, 0, 417, 0, 51.54
2026/08/09 19:05:31.608, 1, 1611, 24, 147.13
2026/08/09 19:05:32.608, 0, 417, 0, 51.57
2026/08/09 19:05:32.608, 1, 1611, 23, 149.56
2026/08/09 19:05:33.608, 0, 417, 0, 51.50
2026/08/09 19:05:33.609, 1, 1611, 25, 147.77
2026/08/09 19:05:34.609, 0, 417, 0, 51.44
2026/08/09 19:05:34.609, 1, 1611, 20, 149.88
2026/08/09 19:05:35.609, 0, 417, 0, 51.45
2026/08/09 19:05:35.610, 1, 1611, 19, 146.24
2026/08/09 19:05:36.610, 0, 417, 0, 51.49
2026/08/09 19:05:36.610, 1, 1611, 22, 151.10
2026/08/09 19:05:37.610, 0, 417, 0, 51.51
2026/08/09 19:05:37.610, 1, 1611, 21, 146.78
2026/08/09 19:05:38.611, 0, 417, 0, 51.51
2026/08/09 19:05:38.611, 1, 1611, 21, 147.62
2026/08/09 19:05:39.611, 0, 417, 0, 51.44
2026/08/09 19:05:39.611, 1, 1611, 22, 149.86
2026/08/09 19:05:40.611, 0, 417, 0, 51.37
2026/08/09 19:05:40.611, 1, 1611, 25, 147.45
2026/08/09 19:05:41.612, 0, 417, 0, 51.36
2026/08/09 19:05:41.612, 1, 1611, 23, 149.55
2026/08/09 19:05:42.612, 0, 417, 0, 51.43
2026/08/09 19:05:42.612, 1, 1611, 20, 147.77
2026/08/09 19:05:43.612, 0, 417, 0, 51.42
2026/08/09 19:05:43.613, 1, 1611, 20, 150.51
2026/08/09 19:05:44.613, 0, 417, 0, 51.40
2026/08/09 19:05:44.613, 1, 1611, 9, 151.48
2026/08/09 19:05:45.613, 0, 417, 0, 51.41
2026/08/09 19:05:45.613, 1, 1611, 23, 154.92
