2026/08/22 07:28:30.885, 1, 98 %, 19527 MiB
2026/08/22 07:28:35.886, 0, 100 %, 22497 MiB
2026/08/22 07:28:35.886, 1, 96 %, 19527 MiB
2026/08/22 07:28:40.887, 0, 100 %, 22593 MiB
2026/08/22 07:28:40.888, 1, 100 %, 20423 MiB
2026/08/22 07:28:45.889, 0, 100 %, 22337 MiB
2026/08/22 07:28:45.890, 1, 100 %, 19943 MiB
2026/08/22 07:28:50.891, 0, 100 %, 22433 MiB
2026/08/22 07:28:50.892, 1, 95 %, 20391 MiB
2026/08/22 07:28:55.893, 0, 90 %, 22721 MiB
2026/08/22 07:28:55.894, 1, 100 %, 20807 MiB
2026/08/22 07:29:00.895, 0, 72 %, 22401 MiB
2026/08/22 07:29:00.896, 1, 76 %, 21479 MiB
2026/08/22 07:29:05.897, 0, 100 %, 21825 MiB
2026/08/22 07:29:05.897, 1, 76 %, 20679 MiB
2026/08/22 07:29:10.898, 0, 100 %, 22017 MiB
2026/08/22 07:29:10.899, 1, 100 %, 20679 MiB
2026/08/22 07:29:15.900, 0, 96 %, 22337 MiB
2026/08/22 07:29:15.901, 1, 100 %, 21639 MiB
2026/08/22 07:29:20.902, 0, 0 %, 22209 MiB
2026/08/22 07:29:20.902, 1, 0 %, 22055 MiB
2026/08/22 07:29:25.902, 0, 76 %, 22369 MiB
2026/08/22 07:29:25.903, 1, 100 %, 22183 MiB
2026/08/22 07:29:30.904, 0, 100 %, 21697 MiB
2026/08/22 07:29:30.904, 1, 100 %, 21095 MiB
2026/08/22 07:29:35.905, 0, 100 %, 22113 MiB
2026/08/22 07:29:35.906, 1, 100 %, 20999 MiB
2026/08/22 07:29:40.907, 0, 100 %, 21473 MiB
2026/08/22 07:29:40.908, 1, 100 %, 21223 MiB
2026/08/22 07:29:45.909, 0, 100 %, 21505 MiB
2026/08/22 07:29:45.910, 1, 100 %, 21479 MiB
2026/08/22 07:29:50.911, 0, 100 %, 21793 MiB
2026/08/22 07:29:50.911, 1, 100 %, 20775 MiB
2026/08/22 07:29:55.912, 0, 64 %, 21409 MiB
2026/08/22 07:29:55.913, 1, 89 %, 22079 MiB
2026/08/22 07:30:00.914, 0, 100 %, 21537 MiB
2026/08/22 07:30:00.915, 1, 100 %, 22207 MiB
2026/08/22 07:30:05.915, 0, 100 %, 21345 MiB
2026/08/22 07:30:05.915, 1, 100 %, 21823 MiB
2026/08/22 07:30:10.916, 0, 100 %, 21281 MiB
2026/08/22 07:30:10.917, 1, 97 %, 21567 MiB
2026/08/22 07:30:15.918, 0, 99 %, 21569 MiB
2026/08/22 07:30:15.918, 1, 100 %, 21343 MiB
2026/08/22 07:30:20.919, 0, 100 %, 21921 MiB
2026/08/22 07:30:20.920, 1, 100 %, 21631 MiB
2026/08/22 07:30:25.921, 0, 100 %, 21057 MiB
2026/08/22 07:30:25.922, 1, 100 %, 21279 MiB
2026/08/22 07:30:30.922, 0, 100 %, 20801 MiB
2026/08/22 07:30:30.923, 1, 100 %, 21471 MiB
2026/08/22 07:30:35.923, 0, 100 %, 20705 MiB
2026/08/22 07:30:35.923, 1, 100 %, 21407 MiB
2026/08/22 07:30:40.924, 0, 100 %, 20737 MiB
2026/08/22 07:30:40.924, 1, 96 %, 21055 MiB
2026/08/22 07:30:45.925, 0, 100 %, 21249 MiB
2026/08/22 07:30:45.925, 1, 100 %, 20831 MiB
2026/08/22 07:30:50.926, 0, 100 %, 21185 MiB
2026/08/22 07:30:50.927, 1, 100 %, 20703 MiB
2026/08/22 07:30:55.928, 0, 100 %, 20641 MiB
2026/08/22 07:30:55.930, 1, 100 %, 20735 MiB
2026/08/22 07:31:00.931, 0, 100 %, 20801 MiB
2026/08/22 07:31:00.931, 1, 100 %, 20575 MiB
2026/08/22 07:31:05.932, 0, 100 %, 21025 MiB
2026/08/22 07:31:05.933, 1, 98 %, 20991 MiB
2026/08/22 07:31:10.934, 0, 100 %, 20609 MiB
2026/08/22 07:31:10.934, 1, 100 %, 20511 MiB
2026/08/22 07:31:15.935, 0, 100 %, 20449 MiB
2026/08/22 07:31:15.935, 1, 100 %, 20703 MiB
2026/08/22 07:31:20.936, 0, 100 %, 20289 MiB
2026/08/22 07:31:20.937, 1, 99 %, 20351 MiB
2026/08/22 07:31:25.937, 0, 100 %, 20673 MiB
2026/08/22 07:31:25.938, 1, 100 %, 20415 MiB
2026/08/22 07:31:30.939, 0, 100 %, 20545 MiB
2026/08/22 07:31:30.940, 1, 100 %, 20255 MiB
2026/08/22 07:31:35.940, 0, 95 %, 20257 MiB
2026/08/22 07:31:36.253, 1, 100 %, 20575 MiB
2026/08/22 07:31:41.254, 0, 100 %, 21889 MiB
2026/08/22 07:31:41.255, 1, 100 %, 20415 MiB
2026/08/22 07:31:46.256, 0, 100 %, 21057 MiB
2026/08/22 07:31:46.256, 1, 100 %, 20511 MiB
2026/08/22 07:31:51.257, 0, 100 %, 20673 MiB
2026/08/22 07:31:51.257, 1, 98 %, 20447 MiB
2026/08/22 07:31:56.258, 0, 100 %, 20705 MiB
2026/08/22 07:31:56.259, 1, 100 %, 20319 MiB
2026/08/22 07:32:01.259, 0, 33 %, 21281 MiB
2026/08/22 07:32:01.261, 1, 0 %, 20319 MiB
2026/08/22 07:32:06.262, 0, 87 %, 22049 MiB
2026/08/22 07:32:06.263, 1, 100 %, 20159 MiB
2026/08/22 07:32:11.264, 0, 100 %, 21281 MiB
2026/08/22 07:32:11.264, 1, 100 %, 20191 MiB
2026/08/22 07:32:16.265, 0, 98 %, 21635 MiB
2026/08/22 07:32:16.266, 1, 100 %, 20161 MiB
2026/08/22 07:32:21.267, 0, 100 %, 22787 MiB
2026/08/22 07:32:21.267, 1, 100 %, 20161 MiB
2026/08/22 07:32:26.268, 0, 100 %, 21987 MiB
2026/08/22 07:32:26.268, 1, 100 %, 20129 MiB
2026/08/22 07:32:31.269, 0, 93 %, 21571 MiB
2026/08/22 07:32:31.271, 1, 100 %, 20737 MiB
2026/08/22 07:32:36.272, 0, 100 %, 21731 MiB
2026/08/22 07:32:36.272, 1, 100 %, 20353 MiB
2026/08/22 07:32:41.273, 0, 100 %, 22819 MiB
2026/08/22 07:32:41.274, 1, 100 %, 20289 MiB
2026/08/22 07:32:46.274, 0, 100 %, 22403 MiB
2026/08/22 07:32:46.275, 1, 100 %, 20321 MiB
2026/08/22 07:32:51.276, 0, 97 %, 23779 MiB
2026/08/22 07:32:51.276, 1, 100 %, 20801 MiB
2026/08/22 07:32:56.277, 0, 100 %, 22691 MiB
2026/08/22 07:32:56.279, 1, 90 %, 20161 MiB
2026/08/22 07:33:01.280, 0, 100 %, 22883 MiB
2026/08/22 07:33:01.280, 1, 100 %, 20929 MiB
2026/08/22 07:33:06.281, 0, 94 %, 22947 MiB
2026/08/22 07:33:06.282, 1, 100 %, 20289 MiB
2026/08/22 07:33:11.283, 0, 88 %, 23523 MiB
2026/08/22 07:33:11.284, 1, 97 %, 20449 MiB
2026/08/22 07:33:16.285, 0, 100 %, 23107 MiB
2026/08/22 07:33:16.285, 1, 100 %, 20353 MiB
2026/08/22 07:33:21.286, 0, 66 %, 23267 MiB
2026/08/22 07:33:21.287, 1, 100 %, 20097 MiB
2026/08/22 07:33:26.288, 0, 100 %, 23427 MiB
2026/08/22 07:33:26.288, 1, 100 %, 20385 MiB
2026/08/22 07:33:31.289, 0, 73 %, 23299 MiB
2026/08/22 07:33:31.290, 1, 100 %, 20737 MiB
2026/08/22 07:33:36.290, 0, 35 %, 23523 MiB
2026/08/22 07:33:36.290, 1, 86 %, 20513 MiB
2026/08/22 07:33:41.294, 0, 64 %, 23427 MiB
2026/08/22 07:33:41.295, 1, 100 %, 20641 MiB
2026/08/22 07:33:46.296, 0, 99 %, 23235 MiB
2026/08/22 07:33:46.296, 1, 100 %, 20321 MiB
2026/08/22 07:33:51.296, 0, 89 %, 23299 MiB
2026/08/22 07:33:51.297, 1, 100 %, 20353 MiB
2026/08/22 07:33:56.297, 0, 94 %, 23811 MiB
2026/08/22 07:33:56.298, 1, 100 %, 20289 MiB
2026/08/22 07:34:01.298, 0, 51 %, 23299 MiB
2026/08/22 07:34:01.299, 1, 100 %, 20705 MiB
2026/08/22 07:34:06.300, 0, 100 %, 23523 MiB
2026/08/22 07:34:06.300, 1, 100 %, 20641 MiB
2026/08/22 07:34:11.301, 0, 74 %, 23363 MiB
2026/08/22 07:34:11.301, 1, 100 %, 20929 MiB
2026/08/22 07:34:16.302, 0, 100 %, 23203 MiB
2026/08/22 07:34:16.303, 1, 100 %, 20641 MiB
2026/08/22 07:34:21.304, 0, 100 %, 23267 MiB
2026/08/22 07:34:21.305, 1, 100 %, 20641 MiB
