2026/08/10 15:06:28.575, 0, 93, 1
2026/08/10 15:06:28.586, 1, 15, 0
2026/08/10 15:06:29.634, 0, 93, 0
2026/08/10 15:06:29.636, 1, 15, 0
2026/08/10 15:06:30.672, 0, 95, 0
2026/08/10 15:06:30.674, 1, 301, 0
2026/08/10 15:06:31.712, 0, 443, 0
2026/08/10 15:06:31.714, 1, 301, 0
2026/08/10 15:06:32.754, 0, 443, 0
2026/08/10 15:06:32.756, 1, 301, 0
2026/08/10 15:06:33.794, 0, 475, 0
2026/08/10 15:06:33.796, 1, 301, 0
2026/08/10 15:06:34.832, 0, 475, 0
2026/08/10 15:06:34.834, 1, 301, 0
2026/08/10 15:06:35.871, 0, 475, 0
2026/08/10 15:06:35.873, 1, 301, 0
2026/08/10 15:06:36.909, 0, 475, 0
2026/08/10 15:06:36.911, 1, 301, 0
2026/08/10 15:06:37.946, 0, 475, 0
2026/08/10 15:06:37.948, 1, 301, 0
2026/08/10 15:06:38.981, 0, 475, 0
2026/08/10 15:06:38.984, 1, 301, 0
2026/08/10 15:06:40.022, 0, 475, 0
2026/08/10 15:06:40.024, 1, 301, 0
2026/08/10 15:06:41.060, 0, 507, 0
2026/08/10 15:06:41.062, 1, 301, 0
2026/08/10 15:06:42.098, 0, 507, 0
2026/08/10 15:06:42.100, 1, 301, 0
2026/08/10 15:06:43.137, 0, 509, 0
2026/08/10 15:06:43.139, 1, 301, 0
2026/08/10 15:06:44.176, 0, 511, 0
2026/08/10 15:06:44.178, 1, 301, 0
2026/08/10 15:06:45.217, 0, 511, 0
2026/08/10 15:06:45.219, 1, 387, 0
2026/08/10 15:06:46.258, 0, 511, 0
2026/08/10 15:06:46.260, 1, 419, 1
2026/08/10 15:06:47.298, 0, 511, 0
2026/08/10 15:06:47.300, 1, 419, 0
2026/08/10 15:06:48.336, 0, 511, 0
2026/08/10 15:06:48.338, 1, 419, 0
2026/08/10 15:06:49.375, 0, 511, 0
2026/08/10 15:06:49.376, 1, 419, 0
2026/08/10 15:06:50.413, 0, 511, 0
2026/08/10 15:06:50.415, 1, 419, 0
2026/08/10 15:06:51.452, 0, 511, 0
2026/08/10 15:06:51.454, 1, 419, 2
2026/08/10 15:06:52.491, 0, 511, 0
2026/08/10 15:06:52.493, 1, 419, 0
2026/08/10 15:06:53.531, 0, 511, 0
2026/08/10 15:06:53.533, 1, 451, 0
2026/08/10 15:06:54.569, 0, 511, 0
2026/08/10 15:06:54.571, 1, 451, 0
2026/08/10 15:06:55.609, 0, 511, 0
2026/08/10 15:06:55.611, 1, 453, 0
2026/08/10 15:06:56.647, 0, 511, 0
2026/08/10 15:06:56.649, 1, 455, 0
2026/08/10 15:06:57.688, 0, 511, 0
2026/08/10 15:06:57.690, 1, 455, 0
2026/08/10 15:06:58.726, 0, 1925, 28
2026/08/10 15:06:58.728, 1, 1935, 0
2026/08/10 15:06:59.772, 0, 2277, 100
2026/08/10 15:06:59.776, 1, 2005, 84
2026/08/10 15:07:00.820, 0, 2213, 26
2026/08/10 15:07:00.822, 1, 2863, 100
2026/08/10 15:07:01.875, 0, 2629, 81
2026/08/10 15:07:01.880, 1, 3411, 82
2026/08/10 15:07:02.933, 0, 2533, 66
2026/08/10 15:07:02.935, 1, 2869, 81
2026/08/10 15:07:03.978, 0, 2853, 32
2026/08/10 15:07:03.981, 1, 3445, 100
