2026/08/09 22:03:05.058, 0, 0, 0, 93, 24576, 50.26
2026/08/09 22:03:05.067, 1, 0, 0, 15, 24576, 29.51
2026/08/09 22:03:06.075, 0, 0, 0, 93, 24576, 50.31
2026/08/09 22:03:06.075, 1, 0, 0, 15, 24576, 34.81
2026/08/09 22:03:07.075, 0, 0, 0, 385, 24576, 60.15
2026/08/09 22:03:07.075, 1, 0, 0, 18, 24576, 29.72
2026/08/09 22:03:08.076, 0, 0, 0, 385, 24576, 140.08
2026/08/09 22:03:08.076, 1, 0, 0, 18, 24576, 36.08
2026/08/09 22:03:09.076, 0, 0, 0, 417, 24576, 140.05
2026/08/09 22:03:09.076, 1, 0, 0, 18, 24576, 29.57
2026/08/09 22:03:10.077, 0, 0, 0, 417, 24576, 140.17
2026/08/09 22:03:10.077, 1, 0, 0, 18, 24576, 28.79
2026/08/09 22:03:11.077, 0, 0, 0, 417, 24576, 140.47
2026/08/09 22:03:11.077, 1, 0, 0, 307, 24576, 32.62
2026/08/09 22:03:12.077, 0, 0, 0, 417, 24576, 140.59
2026/08/09 22:03:12.078, 1, 0, 0, 307, 24576, 115.97
2026/08/09 22:03:13.078, 0, 0, 0, 417, 24576, 140.67
2026/08/09 22:03:13.078, 1, 0, 0, 339, 24576, 117.06
2026/08/09 22:03:14.078, 0, 0, 0, 417, 24576, 140.67
2026/08/09 22:03:14.079, 1, 0, 0, 339, 24576, 117.57
2026/08/09 22:03:15.079, 0, 0, 0, 1249, 24576, 140.63
2026/08/09 22:03:15.079, 1, 0, 0, 1171, 24576, 117.82
2026/08/09 22:03:16.079, 0, 16, 6, 2145, 24576, 214.27
2026/08/09 22:03:16.079, 1, 56, 26, 2067, 24576, 206.09
2026/08/09 22:03:17.080, 0, 44, 18, 2145, 24576, 220.09
2026/08/09 22:03:17.080, 1, 62, 33, 2067, 24576, 235.15
2026/08/09 22:03:18.080, 0, 64, 32, 2145, 24576, 229.16
2026/08/09 22:03:18.080, 1, 72, 38, 2067, 24576, 252.69
2026/08/09 22:03:19.081, 0, 54, 39, 3201, 24576, 220.63
2026/08/09 22:03:19.081, 1, 60, 31, 2067, 24576, 244.14
2026/08/09 22:03:20.081, 0, 56, 15, 2753, 24576, 218.20
2026/08/09 22:03:20.081, 1, 73, 22, 2163, 24576, 254.33
2026/08/09 22:03:21.082, 0, 20, 6, 2817, 24576, 225.01
2026/08/09 22:03:21.082, 1, 53, 15, 2163, 24576, 261.01
2026/08/09 22:03:22.082, 0, 84, 25, 2817, 24576, 243.09
2026/08/09 22:03:22.082, 1, 87, 31, 2163, 24576, 252.81
2026/08/09 22:03:23.083, 0, 72, 22, 2817, 24576, 239.75
2026/08/09 22:03:23.083, 1, 66, 17, 2163, 24576, 248.61
2026/08/09 22:03:24.083, 0, 32, 9, 2817, 24576, 235.35
2026/08/09 22:03:24.083, 1, 20, 7, 2163, 24576, 246.04
2026/08/09 22:03:25.084, 0, 84, 28, 2817, 24576, 237.34
2026/08/09 22:03:25.084, 1, 75, 24, 2163, 24576, 271.07
2026/08/09 22:03:26.084, 0, 80, 32, 2817, 24576, 236.92
2026/08/09 22:03:26.084, 1, 66, 23, 2163, 24576, 264.71
2026/08/09 22:03:27.085, 0, 93, 36, 2817, 24576, 241.80
2026/08/09 22:03:27.085, 1, 59, 19, 2163, 24576, 264.73
2026/08/09 22:03:28.085, 0, 67, 26, 2817, 24576, 241.38
2026/08/09 22:03:28.086, 1, 91, 37, 2163, 24576, 264.84
2026/08/09 22:03:29.086, 0, 55, 17, 2817, 24576, 241.71
2026/08/09 22:03:29.086, 1, 73, 34, 2163, 24576, 263.09
2026/08/09 22:03:30.086, 0, 61, 21, 2817, 24576, 248.02
2026/08/09 22:03:30.087, 1, 26, 16, 2163, 24576, 253.76
2026/08/09 22:03:31.087, 0, 61, 27, 2817, 24576, 242.70
2026/08/09 22:03:31.087, 1, 70, 33, 2163, 24576, 258.65
2026/08/09 22:03:32.087, 0, 82, 43, 3329, 24576, 249.92
2026/08/09 22:03:32.088, 1, 81, 38, 2707, 24576, 267.41
2026/08/09 22:03:33.088, 0, 70, 34, 3809, 24576, 246.26
2026/08/09 22:03:33.088, 1, 69, 22, 3251, 24576, 269.92
2026/08/09 22:03:34.088, 0, 41, 24, 3809, 24576, 260.21
2026/08/09 22:03:34.088, 1, 80, 39, 3731, 24576, 276.09
2026/08/09 22:03:35.089, 0, 51, 30, 3809, 24576, 256.10
2026/08/09 22:03:35.089, 1, 84, 46, 3731, 24576, 284.85
2026/08/09 22:03:36.089, 0, 61, 41, 3809, 24576, 239.15
2026/08/09 22:03:36.089, 1, 33, 26, 3731, 24576, 241.42
2026/08/09 22:03:37.090, 0, 41, 10, 3809, 24576, 223.18
2026/08/09 22:03:37.090, 1, 77, 37, 3731, 24576, 247.94
2026/08/09 22:03:38.090, 0, 37, 14, 5857, 24576, 250.51
2026/08/09 22:03:38.091, 1, 35, 20, 6867, 24576, 296.72
2026/08/09 22:03:39.091, 0, 100, 83, 7009, 24576, 291.83
2026/08/09 22:03:39.091, 1, 100, 63, 10003, 24576, 323.28
2026/08/09 22:03:40.091, 0, 100, 61, 7009, 24576, 295.66
2026/08/09 22:03:40.092, 1, 66, 32, 11027, 24576, 324.08
2026/08/09 22:03:41.092, 0, 83, 43, 7041, 24576, 283.65
2026/08/09 22:03:41.092, 1, 55, 38, 11027, 24576, 302.14
2026/08/09 22:03:42.092, 0, 80, 58, 7041, 24576, 295.21
2026/08/09 22:03:42.093, 1, 71, 37, 11027, 24576, 335.11
2026/08/09 22:03:43.093, 0, 64, 40, 7041, 24576, 306.55
2026/08/09 22:03:43.093, 1, 33, 19, 11027, 24576, 310.18
2026/08/09 22:03:44.093, 0, 100, 75, 7041, 24576, 287.45
2026/08/09 22:03:44.094, 1, 82, 45, 11027, 24576, 323.50
2026/08/09 22:03:45.094, 0, 76, 24, 7041, 24576, 256.82
2026/08/09 22:03:45.094, 1, 79, 34, 11091, 24576, 302.24
2026/08/09 22:03:46.094, 0, 59, 25, 7041, 24576, 271.63
2026/08/09 22:03:46.095, 1, 28, 12, 11091, 24576, 273.59
2026/08/09 22:03:47.095, 0, 50, 35, 7041, 24576, 275.82
2026/08/09 22:03:47.095, 1, 82, 31, 11091, 24576, 283.31
2026/08/09 22:03:48.096, 0, 42, 14, 7041, 24576, 264.10
2026/08/09 22:03:48.096, 1, 34, 16, 11219, 24576, 279.55
2026/08/09 22:03:49.096, 0, 90, 36, 7041, 24576, 272.98
2026/08/09 22:03:49.096, 1, 48, 23, 11219, 24576, 284.79
2026/08/09 22:03:50.097, 0, 84, 50, 7041, 24576, 279.91
2026/08/09 22:03:50.097, 1, 81, 44, 11219, 24576, 305.30
2026/08/09 22:03:51.097, 0, 51, 30, 7041, 24576, 284.04
2026/08/09 22:03:51.097, 1, 79, 39, 11219, 24576, 333.99
2026/08/09 22:03:52.098, 0, 86, 51, 7041, 24576, 289.74
2026/08/09 22:03:52.098, 1, 99, 70, 11219, 24576, 314.83
2026/08/09 22:03:53.098, 0, 41, 11, 7041, 24576, 293.34
2026/08/09 22:03:53.098, 1, 88, 58, 11219, 24576, 354.95
2026/08/09 22:03:54.099, 0, 76, 38, 9025, 24576, 291.22
2026/08/09 22:03:54.099, 1, 82, 51, 11219, 24576, 324.27
2026/08/09 22:03:55.099, 0, 85, 54, 9089, 24576, 286.28
2026/08/09 22:03:55.099, 1, 60, 32, 11219, 24576, 322.17
2026/08/09 22:03:56.100, 0, 95, 50, 9089, 24576, 277.47
2026/08/09 22:03:56.100, 1, 88, 46, 11219, 24576, 310.09
2026/08/09 22:03:57.100, 0, 88, 46, 9089, 24576, 269.29
2026/08/09 22:03:57.100, 1, 66, 32, 11219, 24576, 284.02
2026/08/09 22:03:58.101, 0, 77, 42, 9089, 24576, 286.17
2026/08/09 22:03:58.101, 1, 63, 33, 11219, 24576, 330.61
2026/08/09 22:03:59.101, 0, 100, 70, 11137, 24576, 322.96
2026/08/09 22:03:59.101, 1, 100, 77, 11219, 24576, 325.17
2026/08/09 22:04:00.102, 0, 61, 31, 11137, 24576, 302.64
